fold,iso,a,b,c,lat,lng,training_count
0,FR,39,49,79,45.545315000000016,1.8001040000000004,1
0,FR,39,54,74,48.10220000000001,0.166088,1
0,FR,39,56,78,46.29039273917862,-0.07638484536710959,20
0,FR,39,56,79,45.97712099999999,1.431962,1
0,FR,39,56,88,45.953444999999995,-0.554727,1
0,FR,39,57,74,47.6221966812877,1.6888844275296457,39
0,FR,39,57,78,46.94110984652681,0.5749187864738707,4
0,FR,39,57,79,46.1591768595688,2.026308887457197,6
0,FR,39,57,87,47.01042528004455,2.673657267927833,2
0,FR,39,59,78,47.135145417651636,-0.6804416075065203,13
0,FR,39,59,81,47.24191434715348,-1.3897592104846854,2
0,GB,40,60,91,50.21050980052084,-5.209320842098015,58
0,GB,40,60,103,50.47246741536449,-4.512402537127757,76
0,GB,40,69,101,50.712162,-2.485409,1
0,GB,40,69,103,50.78900900000001,-2.7398890000000002,1
0,GB,41,65,93,54.64332359429441,-6.479066787560398,42
0,GB,41,68,105,55.21252128872145,-4.878958543092171,9
0,GB,42,61,92,57.914782,-4.059769,1
0,GB,42,61,104,57.77856900965283,-4.092169148066876,3
0,GB,42,62,92,58.065262,-4.982217,1
0,GB,42,62,102,58.36483809361218,-5.989824568158809,19
0,GB,42,67,92,58.487337445502995,-4.5048153373794335,64
0,GB,42,67,100,59.57208918066857,-2.5679930524388213,16
0,GB,43,64,98,54.222054620405544,-2.220346007244866,2
0,GB,43,70,94,53.16587499999999,-2.2380809999999998,1
0,GB,43,70,98,53.73096283741338,-2.693241947817385,11
0,GB,43,71,90,52.80406386027726,-0.19414112265316374,2
0,GB,43,71,95,53.539415207025534,-0.7265957203399629,76
0,GB,44,60,99,51.81498007072906,-4.8628852444045165,12
0,GB,44,69,101,51.76683743147335,-2.7198121110359423,9
0,GB,44,70,94,52.82632836643131,-3.393328940334867,27
0,GB,44,70,99,52.09678590290454,-4.1335867179562635,3
0,GB,45,61,97,56.53173310251582,-2.7194795029562244,2
0,GB,45,64,96,55.209161412485635,-2.254352680364521,43
0,GB,45,64,97,55.72345200000001,-2.6792989999999994,1
0,GB,45,64,98,54.42578136747818,-3.3061711878753983,9
0,GB,45,64,105,55.0413308354432,-3.5695163819487936,2
0,GB,45,68,97,55.886456868677186,-3.321722804637016,32
0,GB,45,68,105,55.532338690519104,-4.377923347741491,15
