fold,iso,a,b,c,lat,lng,training_count
3,ES,23,27,45,36.84572908677838,-4.726695636037698,6
3,ES,23,28,44,39.67006872146694,-7.261541592788276,2
3,ES,23,32,43,37.891619,-4.7231060000000005,1
3,ES,23,32,44,38.40844504719322,-6.310865174334953,15
3,ES,23,32,45,36.838194172368944,-5.882889215250775,24
3,ES,23,33,50,38.96625123149691,-3.706027290950665,32
3,FI,24,37,54,61.06328981573688,22.66814775013876,49
3,FI,24,37,59,61.48524415895483,23.622901679233884,2
3,FI,24,39,63,61.414292000000025,26.3755,1
3,FI,24,42,60,60.636904819722304,24.902116284846368,45
3,FI,24,44,59,61.71656381032367,24.443815787169676,29
3,FI,25,36,70,64.58036140719636,25.17244942607585,24
3,FI,25,45,71,65.20941177905335,27.600703627699183,2
3,FI,25,46,55,65.92336473164292,25.041511823169962,40
3,FI,25,46,58,66.383732,25.871219,1
3,FI,25,46,70,65.1011080259624,25.379746524242602,7
3,FI,25,46,71,65.38990712767638,26.886152646830663,10
3,FI,26,39,63,61.333713765364394,27.900360885482886,29
3,FI,26,39,64,62.27728312506085,27.730716903991812,6
3,FI,26,39,68,61.842156856927545,29.50654486590181,20
3,FI,26,40,57,63.015070562348996,29.843898186125216,31
3,FI,26,40,68,62.35566973384975,29.80466525394123,22
3,FI,27,43,56,67.198057,26.679860000000005,1
3,FI,27,43,58,67.0845857071957,25.245222024507235,28
3,FI,27,43,62,67.87767333711415,24.41924988487791,42
3,FI,27,46,58,66.64052701735646,25.67473891726391,17
3,FI,27,47,56,67.48486170499943,27.818039823452384,28
3,FI,27,47,62,68.16334620627221,25.770850835567764,2
3,FI,27,47,67,68.44911143776042,27.30016787583949,27
3,FI,28,36,66,64.00758716245993,27.425749849660235,4
3,FI,28,40,57,63.51084233280723,29.276977950113555,13
3,FI,28,45,61,64.3188920581609,29.019085416362067,70
3,FI,28,45,71,64.90289282275263,28.09011603998694,15
3,FI,29,36,70,63.93452701355835,23.43854793713748,2
3,FI,29,37,54,61.688272047429415,21.95676270381342,2
3,FI,29,37,59,61.92544822222274,22.724460271943226,2
3,FI,29,41,59,62.18451300000001,22.975962,1
3,FI,29,41,65,62.791026322607365,22.314374598360295,71
3,FI,29,44,59,62.24400196473853,23.829711460775638,18
3,FI,30,38,56,66.94591056130061,28.072685952781363,2
3,FI,30,38,69,66.33206255884755,28.898156084815803,44
3,FI,30,38,71,65.5426313475674,28.625744251092563,15
3,FI,30,47,56,67.139356,28.717167,1
3,FI,31,36,64,62.94897541259118,25.81716207359578,3
3,FI,31,36,66,63.637064090462054,26.209584708217275,41
3,FI,31,39,64,62.443758971359905,26.90090213738977,9
3,FI,31,40,57,63.207705291027544,28.23765827497943,7
3,FI,31,40,64,62.88550120809512,27.722420350803592,3
3,FI,31,44,64,62.504145008588814,25.726534970719694,14
3,FR,32,48,73,49.692358718879646,0.538011081035301,2
3,FR,32,48,83,49.2631511881886,1.8246868343881009,30
3,FR,32,48,84,50.28588970859447,2.7541713559132375,35
3,FR,32,50,73,49.325119142989195,-0.10562984122372383,10
3,FR,32,53,74,47.99734408076735,2.754386472904735,6
3,FR,32,53,81,48.04612342298287,1.6544018398504876,8
3,FR,32,53,83,48.55147957839982,2.488013804617182,9
3,FR,33,51,78,43.823920467678974,0.28377909970256765,18
3,FR,33,51,79,45.23903670202525,-0.5666810844658355,18
3,FR,33,51,85,44.26332109921723,-0.9967621853079892,86
3,FR,33,55,79,45.52064300000001,-0.861232,1
3,FR,33,57,78,44.504556,1.04975,1
3,FR,33,57,79,45.13499100000001,0.538277,1
3,FR,33,57,88,44.794607812051645,1.701389389518765,20
3,FR,33,58,77,43.066728838935816,1.6926000580438194,7
3,FR,33,58,78,43.550681973383135,0.9411207602430158,13
3,FR,34,50,73,49.33102449494585,-1.3963357510968535,32
3,FR,34,50,89,48.011695710889356,-1.7014611705946707,21
3,FR,34,55,89,47.29312189971207,-2.0821476106981662,4
3,FR,34,59,87,48.39784531489507,-4.381393293797695,59
3,FR,34,59,89,47.64126600012951,-2.9788067723397997,7
3,FR,35,56,76,42.01638223309819,9.207207197430606,52
3,FR,36,49,72,43.810729698171215,5.916379623678657,65
3,FR,36,49,75,44.86006726154141,5.330041773556265,4
3,FR,36,52,75,44.944373,4.726726,1
3,FR,36,57,77,44.22464200000001,2.7726080000000004,1
3,FR,36,57,88,44.56378696946375,2.812431256044812,3
3,FR,36,58,77,43.18404034480728,2.9942676823754577,23
3,FR,37,50,81,48.00282560171983,0.24499378114175835,3
3,FR,37,53,81,47.40805551688542,1.6780640031136096,15
3,FR,37,55,79,46.07053997127821,-0.43067176168717325,29
3,FR,37,55,81,47.05768633125147,0.42390549140128947,13
3,FR,37,55,88,46.204175,1.202072,1
3,FR,37,55,89,47.138679536595376,-1.0462608403619382,11
3,FR,37,57,88,45.88643636240966,1.925483875865117,7
3,FR,38,48,84,49.72798802778407,4.533943631130302,2
3,FR,38,52,86,47.139572,6.277155,1
3,FR,38,53,74,48.17092517988285,4.1383245001105236,8
3,FR,38,54,74,48.15225403570113,4.769909998695228,6
3,FR,38,54,82,48.723811843589516,6.226737024671292,46
3,FR,38,54,86,47.47227201014848,6.3588700542100165,7
3,FR,39,52,75,45.641571517578825,5.168465638620983,24
3,FR,39,52,80,46.37364572688422,4.0515993060462225,33
3,FR,39,52,86,46.761280910954085,5.720653482539414,22
3,FR,39,53,74,47.581807922435864,3.6931583538079553,21
3,FR,39,53,80,46.62225600000001,2.556343,1
3,FR,39,53,81,47.26640119226667,2.4759052791394978,2
3,FR,39,57,80,45.8007593850647,3.310368817157228,2
3,FR,39,57,88,45.43231548060564,2.608125250083578,9
3,GB,40,63,92,50.36060734575774,-4.856033145064707,126
3,GB,40,63,96,51.139531,-4.251186,1
3,GB,40,69,104,50.712162,-2.485409,1
3,GB,41,62,97,55.081637505296406,-4.73241629857866,5
3,GB,41,64,93,54.42979854771275,-3.2929590765114183,8
3,GB,41,66,100,55.4644508422912,-2.721387690139408,73
3,GB,41,70,105,55.72221499738672,-4.32126337193365,12
3,GB,42,61,98,52.33019973236911,-0.25657395746911194,13
3,GB,42,61,102,51.35575674085637,0.5376388289068043,10
3,GB,42,61,106,52.37312731311983,1.2817993311236462,15
3,GB,42,69,98,52.02779551546315,-1.1159300475603626,17
3,GB,42,69,102,51.179270220611826,-0.26007206222502566,17
3,GB,42,69,104,51.25872781071537,-1.4093098005659574,13
3,GB,43,64,107,53.190389604139284,-3.1162848645308845,6
3,GB,43,67,90,52.471913154290114,-3.501886574414589,23
3,GB,43,67,96,51.8532493529339,-4.778200614906827,15
3,GB,43,67,104,51.33897588236091,-2.9493830551859364,3
3,GB,43,67,107,52.7127216311474,-2.739829035101725,3
3,GB,43,69,98,52.25829664248332,-1.8728804399777224,3
3,GB,43,69,104,51.64375365695418,-2.250392280498127,10
3,GB,44,61,99,52.809217000000004,0.04103,1
3,GB,44,64,93,53.85561121630171,-2.655013639054435,14
3,GB,44,64,101,53.94578922858261,-1.601619013455121,4
3,GB,44,64,107,53.058403564318624,-2.267313741081932,2
3,GB,44,68,98,52.6329245037941,-1.3364986470511069,3
3,GB,44,68,99,53.14986315674574,-0.7238549451088905,38
3,GB,44,68,101,53.83285920224045,-0.6587283276366095,40
3,GB,45,60,103,59.281458862830625,-2.7949159579862797,20
3,GB,45,65,91,57.75398375097319,-4.0783830431552035,4
3,GB,45,71,94,58.449174698353545,-4.591806191106665,72
3,GB,45,71,95,58.14707733075894,-5.891455529266559,33
3,GB,46,62,97,54.64293648644364,-6.444811165017059,46
3,GB,47,65,91,57.18822059722056,-3.4752847775233136,54
3,GB,47,70,95,57.266733,-5.763897000000001,1
3,GB,47,70,105,56.41392111116357,-5.215729645914645,77
3,GB,47,71,95,57.5004819368125,-6.207172927955662,17
3,IS,48,76,113,64.091349,-19.070270000000004,1
3,IS,48,76,114,63.72811081527262,-19.94130184030317,20
3,IS,48,83,113,63.57338849891085,-18.647882083115693,70
3,IS,49,72,121,65.65487680744785,-17.91186923208796,5
3,IS,49,73,125,65.348176,-20.844856000000004,1
3,IS,49,75,110,65.94072500463523,-19.410843310510838,2
3,IS,49,75,119,66.1845965856292,-18.789553004481608,39
3,IS,49,75,121,65.81385010172896,-18.29448293784047,18
3,IS,49,82,110,65.67721323501817,-19.49239691444362,46
3,IS,49,82,121,65.49850968036219,-18.644971512609903,3
3,IS,49,82,125,65.59685213321875,-20.349219938892947,31
3,IS,50,74,109,65.21288629310096,-14.339067659970684,24
3,IS,50,74,120,64.46595606458025,-14.578613841563353,12
3,IS,50,74,123,64.8651872676962,-14.070574277503143,59
3,IS,50,79,109,65.37262025979318,-14.785118124792131,13
3,IS,51,73,122,65.46220552139451,-21.892380342025078,7
3,IS,51,78,112,65.75267882250701,-23.405805392894077,81
3,IS,51,78,122,65.69463938927555,-22.32377924517634,37
3,IS,52,72,116,65.86621763281035,-16.997441496359862,51
3,IS,52,79,124,65.81130320950055,-14.986099743509248,33
3,IS,53,73,115,64.464907,-21.524962000000002,1
3,IS,53,76,114,64.03190759783155,-20.651295041272746,14
3,IS,53,77,108,63.861779115430735,-22.24411367103939,55
3,IS,53,77,114,63.878920000000015,-21.209955,1
3,IS,53,77,115,64.23391964963758,-21.444712161014053,9
3,IS,54,80,117,63.96410152903232,-16.628379363665683,30
3,IS,54,80,120,64.25402728241096,-15.480857057101053,16
3,IS,55,73,115,64.60455605407851,-21.74092760378218,13
3,IS,55,73,118,65.09748310948227,-21.55549868695703,26
3,IS,55,81,111,64.87825140352942,-23.191461673656494,50
3,IT,56,88,127,38.008141455896926,12.94186621725888,30
3,IT,56,88,138,38.0091697694012,13.984881084190793,4
3,IT,56,90,133,36.98993768043217,14.677391829075063,57
3,IT,56,90,138,37.78944421179251,14.810947543905831,49
3,IT,56,93,131,38.39531784501121,16.167099642891024,5
3,IT,57,91,137,45.777583375652036,9.385090689065235,8
3,IT,57,92,134,44.550880408705694,7.808488927893208,42
3,IT,57,92,137,45.458848984836735,8.230035479683162,15
3,IT,58,89,129,40.74327894301612,9.063371167197813,98
3,IT,58,94,136,39.106030102706065,8.7406948680741,39
3,IT,59,85,132,45.85390363633772,12.845919502099296,28
3,IT,59,85,135,46.34389312771868,11.683589770753422,28
3,IT,59,85,143,45.19404200000001,12.154220000000002,1
3,IT,59,91,135,46.066281779802175,10.901991028728903,12
3,IT,59,91,137,45.709286,9.873363,1
3,IT,59,91,143,45.29640263413652,11.170743786830661,25
3,IT,60,87,128,43.07452154315748,11.586904628423559,7
3,IT,60,87,130,42.355775794476116,12.341491908977636,56
3,IT,60,87,140,43.321739310635984,13.444098686139542,32
3,IT,60,87,142,42.39941925520724,13.766747478909341,5
3,IT,61,84,126,40.50297201265278,17.745966267963958,49
3,IT,61,84,141,40.71688094887164,16.546540182316505,49
3,IT,61,93,131,39.086796006847955,16.314723211684825,28
3,IT,61,93,141,40.04651668593529,15.604377664321682,6
3,IT,62,84,141,40.98271,15.927166000000001,1
3,IT,62,86,139,40.944971899199224,14.553712626182303,37
3,IT,62,86,141,41.224050137853716,15.658509271138614,7
3,IT,62,86,142,41.79145835372065,14.468931730893623,23
3,IT,63,91,143,45.080989820965144,10.673792803043757,5
3,IT,63,95,128,43.75337954166795,10.661130379133972,32
3,IT,63,95,140,44.05752472030288,12.34276219263961,3
3,IT,63,95,143,44.60652936971274,11.03241292581742,18
3,NO,64,97,146,58.48042378513451,6.434651486837221,81
3,NO,64,97,148,58.47694500000001,8.873414,1
3,NO,64,103,159,59.909402115810984,6.03747069882742,65
3,NO,65,101,155,68.370627,22.222291000000002,1
3,NO,65,104,147,69.54629502983725,18.771909465145853,59
3,NO,65,104,154,68.86294827795695,17.91449331363812,23
3,NO,65,104,160,69.2874291975099,15.999760557801446,17
3,NO,65,107,154,68.47930405117565,16.77971662540543,34
3,NO,65,107,156,68.39706546918474,14.597424610266124,5
3,NO,65,107,160,68.74104789349977,15.528774543342063,12
3,NO,66,99,145,61.56416355933649,10.066818398940528,10
3,NO,66,99,157,61.99899253679823,12.320453214068246,33
3,NO,66,106,149,63.130713557183896,10.382749859150676,2
3,NO,66,106,157,62.873298,11.186421000000001,1
3,NO,66,106,158,63.19207304495242,9.586506215208052,3
3,NO,67,97,148,58.72243324726745,9.004740563732025,6
3,NO,67,103,145,60.46084123209402,7.814089456798526,2
3,NO,67,103,159,60.42431551594846,7.4079256497417285,3
3,NO,67,105,145,60.78667517080728,9.185018094781249,24
3,NO,67,105,148,59.6708031785842,9.996340487770432,45
3,NO,68,98,144,69.89063679806877,29.243772631189497,15
3,NO,68,98,151,70.61883595782595,24.670848328932717,47
3,NO,68,98,155,69.79278502900847,25.173860779347315,3
3,NO,68,101,151,70.083503,22.009551999999996,1
3,NO,68,101,155,69.2603038817996,24.026072817062307,38
3,NO,69,100,149,64.2075434826953,11.999656640009846,2
3,NO,69,100,152,64.76209251941579,13.468027507805942,50
3,NO,69,106,149,63.88402834981637,10.576208857651167,28
3,NO,70,96,150,67.06261598417893,15.331242984105058,40
3,NO,70,96,156,67.65257333510662,12.595767980536426,3
3,NO,70,96,161,66.26149776214831,13.772099696031699,19
3,NO,70,100,161,65.67511706976195,14.163786833040337,2
3,NO,70,107,156,68.19445882985397,13.335704598923243,12
3,NO,71,102,145,61.56372730201841,8.670334995367467,10
3,NO,71,102,153,62.153581735508446,6.328094631330291,69
3,NO,71,102,158,62.80378546830019,7.7215134954934515,17
3,NO,71,103,145,60.878976000000016,7.257550000000001,1
3,NO,71,103,159,60.81989643599091,6.0485704410510746,5
3,NO,71,106,158,63.189879828033845,8.80879741365166,11
3,PL,72,110,168,53.65805700000001,19.037787,1
3,PL,72,110,176,54.19281067727185,19.44241283234084,4
3,PL,72,114,163,54.17134800045283,16.05822748441487,4
3,PL,72,114,169,53.46434884350575,17.40462848212751,19
3,PL,72,114,179,54.08790980721371,16.877846356021653,6
3,PL,72,117,176,54.54380821905935,18.40114096161292,27
3,PL,72,117,179,54.44758148143375,17.299882878203853,40
3,PL,73,109,162,50.634568660377326,17.809394856304046,3
3,PL,73,114,169,52.457539999999995,16.61844,1
3,PL,73,118,162,50.90956760985786,17.133918350125025,11
3,PL,73,118,171,51.228149607436784,15.7404813752743,24
3,PL,73,118,172,51.80991943765421,16.73356712070167,2
3,PL,73,119,162,51.23202029237018,18.492209410143516,7
3,PL,73,119,172,51.83378003061694,17.804404904036424,25
3,PL,74,108,165,53.71909538335777,21.42186965118424,9
3,PL,74,108,170,52.691226,22.540962,1
3,PL,74,108,177,53.71501896575451,22.768727942160897,60
3,PL,74,110,165,53.59875667804018,21.15576723544409,2
3,PL,74,112,170,52.681865,22.297236000000005,1
3,PL,75,113,174,50.821065,22.736291999999995,1
3,PL,75,115,164,50.64299936154473,21.14125134949843,9
3,PL,75,115,173,50.00021920273125,21.03797865184728,3
3,PL,75,116,164,50.60364100182116,21.721709779387442,4
3,PL,75,116,173,49.819795923393876,21.924903483612457,46
3,PL,75,116,174,50.488293817309476,23.014161188297088,16
3,PL,76,110,165,53.483268138522185,20.558607502975605,39
3,PL,76,110,168,53.276094255262485,19.315093857790842,30
3,PL,76,112,170,52.58120982293245,21.098798110669396,30
3,PL,76,112,178,52.131286427002806,20.351402144187762,16
3,PL,76,119,168,52.590765,18.989648,1
3,PL,76,119,169,52.78949679329997,18.04211890377179,2
3,PL,76,119,172,52.154175085871394,18.914370197157865,3
3,PL,76,119,178,51.85243287142927,19.388089505076348,11
3,PL,77,112,164,51.37047006267407,21.0754439163945,3
3,PL,77,112,166,51.71106411581313,21.50565955963233,2
3,PL,77,112,170,52.20750824075807,21.50812656985205,15
3,PL,77,112,178,51.759142656038,20.957651929688204,12
3,PL,77,113,166,51.60469128664976,22.500509160480195,76
3,PL,77,113,174,51.04428000160918,23.02132369548884,10
3,PL,77,115,164,51.102981855777,21.005255745324355,3
3,PL,78,111,163,53.63451634174522,15.12186079464332,25
3,PL,78,111,167,52.930611519603566,14.863501199298803,39
3,PL,78,114,163,53.79732776905267,15.940648970496781,13
3,PL,78,114,169,53.09131431367767,16.570579506826082,9
3,PL,78,118,171,52.03670059712788,15.216369653633294,2
3,PL,79,109,162,50.649551691311366,18.613353758004532,13
3,PL,79,109,175,50.00407262765377,19.156872982298594,24
3,PL,79,112,178,51.57544085832031,20.061616031061792,3
3,PL,79,115,164,50.71442596453328,20.49739072892624,15
3,PL,79,115,175,50.03965739176786,20.050645214918926,22
3,PL,79,115,178,51.302227118852706,20.077360274227292,2
3,PL,79,119,178,51.33529,19.687185,1
3,SE,80,123,181,66.53005949374254,20.04534802092909,35
3,SE,80,123,187,66.06775537844294,22.396091266851585,34
3,SE,80,123,189,65.88530180873168,19.465382828040646,4
3,SE,80,125,194,66.17591883003836,17.41768266204563,12
3,SE,80,130,181,67.03355421614668,19.989099169601275,5
3,SE,80,130,188,67.60315604816218,20.655817867246768,66
3,SE,81,126,183,56.1004065344096,14.063278948975267,57
3,SE,81,126,197,57.07174276788189,12.47889698086466,4
3,SE,82,120,182,57.374773979143875,18.291633503430674,52
3,SE,82,120,183,56.33133600000001,16.52501,1
3,SE,82,120,193,57.50407014613243,16.425088348939155,2
3,SE,82,127,193,58.02936567611674,16.109663063828858,12
3,SE,83,124,180,61.634552151607046,14.296266233125664,35
3,SE,83,124,186,60.80892099731684,14.288306176299926,6
3,SE,83,124,195,62.35687133233959,13.855650337152046,2
3,SE,83,128,195,62.940296790780856,14.509533102269126,21
3,SE,83,129,180,61.658522566140284,15.684483377617122,7
3,SE,83,129,184,61.89084025732015,16.970533538014056,49
3,SE,83,129,195,62.64608713262111,15.478741561635733,3
3,SE,83,129,196,62.97015351939124,17.711430666428427,4
3,SE,84,121,196,64.249575914754,17.490350478274376,2
3,SE,84,125,194,65.2683764112703,16.455966852772498,46
3,SE,84,128,185,64.11033821058446,15.372822749299225,46
3,SE,84,128,195,63.54391764340076,13.242415768450863,6
3,SE,85,122,184,60.928301,16.355499,1
3,SE,85,122,186,60.29305417052411,15.738836237741854,10
3,SE,85,122,191,59.55973893560392,16.601425207388274,12
3,SE,85,122,192,60.04812276174353,17.442161313424695,57
3,SE,85,124,186,60.16005478658463,14.062394609262675,17
3,SE,85,127,191,59.07889835647877,16.333680499915022,29
3,SE,85,127,193,58.75112700000001,15.562821,1
3,SE,86,127,193,58.321538058690656,15.176742954926882,13
3,SE,86,131,186,59.584120000000006,13.16943,1
3,SE,86,131,197,58.30670262140105,12.624282753360735,33
3,SE,87,121,189,65.018048,20.193125000000002,1
3,SE,87,121,190,64.28665434613673,20.54562889274949,46
3,SE,87,121,196,63.54979372629592,18.728523525723425,23
3,SE,87,123,187,65.50698826252132,21.187430837591123,2
3,SE,87,123,189,65.61852387896528,19.779055783450524,4
3,SE,87,123,190,65.081254,21.465107000000003,1
3,SE,87,125,189,65.39780216439398,19.04939129162872,37
3,SE,87,125,194,64.951986,17.755101000000003,1
3,TR,88,133,201,37.248949821623754,30.54861419476954,38
3,TR,88,133,204,38.25310823810922,29.97882425913501,7
3,TR,88,133,206,36.74007455449782,28.90650580812455,26
3,TR,88,134,198,38.259677028292685,27.46995148477953,43
3,TR,88,134,204,38.65172775686671,28.99379096022033,2
3,TR,88,134,206,37.04994000000001,27.38825,1
3,TR,88,140,204,38.87678618408904,29.900237996713397,19
3,TR,89,132,210,37.85715354530425,40.679730264302215,79
3,TR,89,132,212,38.17678735221917,41.89078130565611,9
3,TR,89,142,212,38.34060478185009,42.49691596400233,11
3,TR,89,143,203,37.077596067244485,38.123260907687545,3
3,TR,90,135,202,36.54378738599095,33.3032288425224,51
3,TR,90,135,214,36.77441313669297,34.43637358676278,3
3,TR,90,135,215,37.88208434434443,32.57165704816156,8
3,TR,90,139,199,38.30754655630844,35.06011851438102,4
3,TR,90,139,215,38.46883021860942,33.7760695810456,21
3,TR,90,143,203,36.61424683251198,36.5157755410908,20
3,TR,90,143,214,37.14980255710035,35.10053138289382,29
3,TR,91,136,211,40.923569778088805,35.85041592006199,52
3,TR,91,136,213,39.38225247319399,37.37709601847331,12
3,TR,91,139,199,38.86664845924109,35.61226475401116,45
3,TR,91,139,211,40.230588000000004,34.767728999999996,1
3,TR,91,139,215,39.83427358504723,34.0862713721354,5
3,TR,91,141,211,41.941525,34.317575,1
3,TR,92,138,207,39.988068,41.520383,1
3,TR,92,142,200,40.00240887857521,43.48397853021334,52
3,TR,92,142,212,38.129021659973716,43.3011817866648,11
3,TR,93,134,198,39.32127114323937,27.51504345116682,9
3,TR,93,137,198,39.713357,27.801312000000003,1
3,TR,93,137,208,41.167716835687166,29.102487541465297,2
