fold,partition,iso,country_index,local_label,global_label,lat,lng,training_count
3,c,GB,5,16,106,52.37312731311983,1.2817993311236462,15
3,c,GB,5,17,107,53.03655297700852,-2.858567365175892,11
3,coarse,GB,5,0,30,50.54696130263049,-4.7830237295771605,147
3,coarse,GB,5,1,31,58.2547126270749,-4.707104799764013,168
3,coarse,GB,5,2,32,51.832915892221095,-0.627536030056989,108
3,coarse,GB,5,3,33,54.66431099101349,-6.209120776630148,53
3,coarse,GB,5,4,34,56.189486197834775,-3.9936100014594227,184
3,coarse,GB,5,5,35,53.57730701776716,-1.6541640133959732,140
3,fine,GB,5,0,100,58.491067002228405,-6.265094177779544,15
3,fine,GB,5,1,101,52.27486121244446,-0.8220115852183438,35
3,fine,GB,5,2,102,50.366752564568365,-4.851348567145389,127
3,fine,GB,5,3,103,54.77992708012878,-3.9169671131412223,19
3,fine,GB,5,4,104,51.221090900524224,-0.11863054788061865,31
3,fine,GB,5,5,105,53.97600233935717,-1.0465479923530614,32
3,fine,GB,5,6,106,56.476809331132884,-5.397780203716756,64
3,fine,GB,5,7,107,55.33083544224648,-2.3054750966556936,45
3,fine,GB,5,8,108,57.13498357702995,-3.187725933193826,40
3,fine,GB,5,9,109,59.45513684605143,-2.6969553881100565,16
3,fine,GB,5,10,110,57.726421858767324,-4.745001440088076,42
3,fine,GB,5,11,111,55.88590861927414,-3.839252839098316,51
3,fine,GB,5,12,112,52.04743854849108,-4.417252975713461,23
3,fine,GB,5,13,113,51.59617050172464,-2.1644940056629807,32
3,fine,GB,5,14,114,53.217389460829615,-3.0507249535264043,32
3,fine,GB,5,15,115,58.505710466842324,-4.541930541163308,69
3,fine,GB,5,16,116,54.61943777617348,-6.511309568529203,44
3,fine,GB,5,17,117,52.37312731311983,1.2817993311236462,15
3,fine,GB,5,18,118,53.30478208225724,-0.5878880113457063,51
3,fine,GB,5,19,119,57.553448940583415,-6.577076977308176,17
3,a,IS,6,0,48,63.61407655151818,-18.935551808612,91
3,a,IS,6,1,49,65.8121077391062,-19.27792012185615,145
3,a,IS,6,2,50,64.9593924569712,-14.27184090952656,108
3,a,IS,6,3,51,65.72025125388207,-22.999631675998934,125
3,a,IS,6,4,52,65.84778961286119,-16.206266379477118,84
